transaction_id,anomaly_score
TXN0000000014,0.5384325265901689
TXN0000000015,0.45738157135460245
TXN0000000016,0.40366996277348993
TXN0000000017,0.47753742141281524
TXN0000000018,0.6163596941049306
TXN0000000043,0.44401004795107885
TXN0000000044,0.44189060784234263
TXN0000000045,0.4980249805962954
TXN0000000046,0.3908888734281026
TXN0000000047,0.39592515281892765
TXN0000000065,0.43441839532815496
TXN0000000066,0.47479347415711315
TXN0000000067,0.49450807870176794
TXN0000000088,0.3862645314792981
TXN0000000089,0.4086820768597205
TXN0000000111,0.3937852904418001
TXN0000000112,0.5666745540444569
TXN0000000113,0.4783028243388691
TXN0000000114,0.38562294394801233
TXN0000000132,0.622312498815946
TXN0000000133,0.5150211690056217
TXN0000000134,0.47043571833922465
TXN0000000135,0.47257647956944704
TXN0000000164,0.4948068972895192
TXN0000000165,0.4459500307195941
TXN0000000184,0.4311452552236141
TXN0000000185,0.5121882542822094
TXN0000000186,0.36816322531876333
TXN0000000187,0.46441577495325853
TXN0000000188,0.3765840177927828
TXN0000000189,0.4530973691968654
TXN0000000190,0.3817369705316532
TXN0000000191,0.42226635944491725
TXN0000000192,0.5190793370841558
TXN0000000193,0.4752257643312669
TXN0000000194,0.42025724843817
TXN0000000195,0.4427859464551193
TXN0000000231,0.444681928623617
TXN0000000232,0.46723383793166573
TXN0000000233,0.40325763752851285
TXN0000000234,0.4028825156299766
TXN0000000235,0.48149758642330465
TXN0000000254,0.41885525106211546
TXN0000000255,0.5671497933417232
TXN0000000256,0.412159250345424
TXN0000000257,0.4097432461786833
TXN0000000258,0.46008831533062405
TXN0000000285,0.3799747953763983
TXN0000000286,0.47630012571770264
TXN0000000287,0.3831383390975526
TXN0000000288,0.44943180894331863
TXN0000000289,0.4023136137904031
TXN0000000314,0.6080770569684277
TXN0000000315,0.44663521460315475
TXN0000000316,0.39303664357109286
TXN0000000338,0.447455831881583
TXN0000000339,0.4667540121448492
TXN0000000353,0.41884161629898903
TXN0000000354,0.39003524303050374
TXN0000000355,0.49145821314344196
TXN0000000356,0.4462039974301844
TXN0000000357,0.34790739274899607
TXN0000000358,0.3491331435096099
TXN0000000359,0.37906656099065383
TXN0000000360,0.3567477713303412
TXN0000000361,0.3490753273150448
TXN0000000362,0.36539600599805916
TXN0000000363,0.5172240134209513
TXN0000000382,0.3923464844347263
TXN0000000405,0.3809380069926204
TXN0000000439,0.4434342086814847
TXN0000000440,0.49377093011936274
TXN0000000441,0.37875643341375415
TXN0000000442,0.4801674353994005
TXN0000000443,0.4563699001358349
TXN0000000444,0.5114437537794954
TXN0000000445,0.4456222163583853
TXN0000000468,0.38615829096006693
TXN0000000469,0.5369148092652681
TXN0000000470,0.3796224310598927
TXN0000000487,0.44397953451185684
TXN0000000488,0.38546703081150363
TXN0000000489,0.44677509016313877
TXN0000000490,0.3841016881692578
TXN0000000510,0.6503675152707321
TXN0000000511,0.5079227256434133
TXN0000000512,0.4458495287473388
TXN0000000513,0.5343236525140728
TXN0000000514,0.3829919610821868
TXN0000000515,0.5815709113688301
TXN0000000539,0.5514541626507199
TXN0000000540,0.43421499650753703
TXN0000000541,0.48501396905295235
TXN0000000542,0.40007923331555606
TXN0000000566,0.357865977254737
TXN0000000567,0.41020130333599
TXN0000000588,0.3935440663942033
TXN0000000589,0.39633967424658245
TXN0000000590,0.5405952816375291
TXN0000000606,0.38299383501263745
TXN0000000607,0.40728126560371564
TXN0000000608,0.38240074060774276
TXN0000000609,0.48531255669839224
TXN0000000610,0.38682448385680035
TXN0000000611,0.408891533837171
TXN0000000612,0.39040602225389825
TXN0000000619,0.4903487822311278
TXN0000000620,0.3588867794860346
TXN0000000621,0.3843755842208181
TXN0000000622,0.3584413714882426
TXN0000000623,0.3680059595147387
TXN0000000624,0.38469738421957306
TXN0000000625,0.3581040174812686
TXN0000000626,0.37890519320281296
TXN0000000627,0.5147804728972206
TXN0000000628,0.36508983458249716
TXN0000000629,0.4101256501970076
TXN0000000649,0.38403340872326075
TXN0000000650,0.3796651662042664
TXN0000000651,0.4789292181887232
TXN0000000652,0.4326697622200234
TXN0000000653,0.4409446206455081
TXN0000000654,0.5079586095514182
TXN0000000673,0.5060327697631454
TXN0000000674,0.44284447551454825
TXN0000000675,0.5306063708874348
TXN0000000676,0.5529803475878947
TXN0000000677,0.35646117383451736
TXN0000000678,0.35405308032677035
TXN0000000679,0.35713944922554103
TXN0000000680,0.4528889770362404
TXN0000000681,0.40615576314692364
TXN0000000699,0.37439493889984604
TXN0000000700,0.4981600780888127
TXN0000000701,0.4011644073878378
TXN0000000702,0.48457803909070035
TXN0000000703,0.36243269989578597
TXN0000000704,0.4327481994160685
TXN0000000705,0.3586278104927745
TXN0000000706,0.3616512994038258
TXN0000000707,0.36179924379942774
TXN0000000708,0.36641557184970563
TXN0000000732,0.48365540573133103
TXN0000000733,0.3952386403438296
TXN0000000734,0.46258267274917936
TXN0000000752,0.49715404652623335
TXN0000000753,0.6217044000955654
TXN0000000782,0.35848706130389296
TXN0000000783,0.4483269336456623
TXN0000000784,0.3856152101871932
TXN0000000785,0.43365755316398735
TXN0000000786,0.3651261185859905
TXN0000000787,0.3694413040184977
TXN0000000788,0.4602225164974078
TXN0000000789,0.49728105703378656
TXN0000000790,0.4250103344361848
TXN0000000812,0.3818637407166394
TXN0000000813,0.3800764712053602
TXN0000000814,0.4327859391290005
TXN0000000815,0.3773509262203056
TXN0000000841,0.3805597797238222
TXN0000000842,0.3775822962514799
TXN0000000843,0.6004245287485358
TXN0000000844,0.49835705979469025
TXN0000000845,0.45299225663668585
TXN0000000846,0.5129927309571936
TXN0000000847,0.5572537024264818
TXN0000000848,0.532127641102411
TXN0000000849,0.5085884830604681
TXN0000000850,0.386820196876883
TXN0000000851,0.4610861404136861
TXN0000000852,0.36480969517667555
TXN0000000853,0.3788328443827201
TXN0000000854,0.49393397932079536
TXN0000000855,0.467244005613503
TXN0000000856,0.36180611452641376
TXN0000000857,0.5054666497950798
TXN0000000858,0.36709652047529084
TXN0000000859,0.40744360440753363
TXN0000000860,0.4536574955714354
TXN0000000880,0.4094240226758473
TXN0000000881,0.38605238904943445
TXN0000000882,0.3820016749370707
TXN0000000883,0.5153937964798024
TXN0000000884,0.4031256657808565
TXN0000000885,0.4316887215589458
TXN0000000914,0.38223697178517807
TXN0000000915,0.46343574237879104
TXN0000000916,0.4522812602497402
TXN0000000940,0.38470403993766056
TXN0000000941,0.5391011683306869
TXN0000000965,0.3802437846897114
TXN0000000966,0.47762342192347956
TXN0000000967,0.40759241138150054
TXN0000000968,0.37950236362677364
TXN0000000969,0.38326458092668686
TXN0000000977,0.4731632791292378
TXN0000000978,0.5399130561593555
TXN0000000979,0.37795115383398825
TXN0000000980,0.37461205478608123
TXN0000000981,0.4344604299262945
TXN0000000982,0.47239977947127854
TXN0000000983,0.4699088827730245
TXN0000000984,0.45984933149502477
TXN0000000985,0.4268076647487716
TXN0000000986,0.6128696089788099
TXN0000000987,0.5803356592277502
TXN0000000988,0.4806683220570004
TXN0000000989,0.5637643802352832
TXN0000000990,0.48712295694004265
TXN0000000991,0.5431280263580844
TXN0000000992,0.5157171316346076
TXN0000000993,0.5052003988570082
TXN0000000994,0.661209247350443
TXN0000001015,0.3675867035152669
TXN0000001016,0.4376780877201731
TXN0000001017,0.5690701034229572
TXN0000001018,0.46221664734529716
TXN0000001019,0.4000363293692932
TXN0000001041,0.4005517921890965
TXN0000001042,0.5475149455935
TXN0000001043,0.4201390475502669
TXN0000001044,0.43465875817103383
TXN0000001067,0.45990633826455446
TXN0000001068,0.47243125192406404
TXN0000001088,0.3871878295599415
TXN0000001089,0.4062961119722833
TXN0000001109,0.43383005435632577
TXN0000001110,0.5908415687436003
TXN0000001111,0.4982814295585985
TXN0000001132,0.39215232355717283
TXN0000001133,0.442046700824927
TXN0000001134,0.3843865876472258
TXN0000001135,0.4417353075543444
TXN0000001161,0.4443972784141437
TXN0000001162,0.3786415891625622
TXN0000001183,0.39118161013557523
TXN0000001184,0.4730582850022712
TXN0000001185,0.38781386994056855
TXN0000001186,0.44108525518405006
TXN0000001187,0.384337829978873
TXN0000001213,0.4435952493093448
TXN0000001214,0.3811828986242946
TXN0000001215,0.39955410223436205
TXN0000001216,0.40118856297473937
TXN0000001217,0.3820545368220131
TXN0000001239,0.38120125502479724
TXN0000001240,0.4065072613266334
TXN0000001241,0.3784510508164449
TXN0000001242,0.3957304169424024
TXN0000001243,0.6631184826185625
TXN0000001244,0.3833882885921775
TXN0000001271,0.44557465879815766
TXN0000001272,0.4730785411922975
TXN0000001273,0.38292196051619665
TXN0000001274,0.4744671159802406
TXN0000001296,0.3984160878728822
TXN0000001297,0.37879554291071543
TXN0000001298,0.44426856928533986
TXN0000001323,0.492292844649138
TXN0000001324,0.4249786050769359
TXN0000001325,0.5505513279582863
TXN0000001326,0.39759713393830615
TXN0000001352,0.38663131369395637
TXN0000001353,0.3799603701421984
TXN0000001354,0.4460161624612059
TXN0000001355,0.38561486870703476
TXN0000001356,0.4370794049046993
TXN0000001357,0.4036549228253061
TXN0000001358,0.5523470506079239
TXN0000001359,0.5447283003191788
TXN0000001360,0.5233250559796396
TXN0000001386,0.4682794375183055
TXN0000001406,0.4013949813033126
TXN0000001407,0.46566448093430435
TXN0000001408,0.5781881971821651
TXN0000001428,0.5233985534438106
TXN0000001429,0.45461137958555753
TXN0000001430,0.4454854682902801
TXN0000001431,0.5153570697936303
TXN0000001432,0.4545957747952199
TXN0000001450,0.39062748187538243
TXN0000001451,0.3838068070336232
TXN0000001470,0.48762217825954335
TXN0000001471,0.5241675332402348
TXN0000001472,0.5631306745293734
TXN0000001473,0.4808846636734378
